,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","TOTAL PASSAGEIROS TRANSPORTADOS

(M) = (J + K + L)"
471,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,675I10 - TERM JOAO DIAS - METRO S JUDAS,330,912,33,45,0,901,5,185,0,2411,2212,353,4976
472,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,677A10 - TERM JD ANGELA/METRO ANA ROSA,497,1313,50,83,3,1856,6,299,2,4110,2641,313,7064
473,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,680110 - JD.IBIRAPUERA-TERM JOAO DIAS,324,981,42,46,2,1039,5,317,0,2756,2124,311,5191
474,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,680310 - JD.CAPELINHA-TERM JOAO DIAS,208,571,20,38,1,569,2,175,0,1584,917,355,2856
475,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,680410 - JD.INGA-TERM JOAO DIAS,234,642,13,42,3,531,1,198,1,1665,1284,281,3230
476,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,680510 - TERM CAPELINHA-TERM JOAO DIAS,405,1176,49,74,2,1223,4,250,1,3184,2338,374,5896
477,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,680610 - JD NOVO HORIZONTE-T.JOAO DIAS,97,400,7,16,0,387,0,108,0,1015,772,172,1959
478,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,681310 - JD LIDIA-TERM CAPELINHA,38,131,3,5,1,108,3,27,0,316,392,80,788
479,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,681610 - JD MITSUTANI-TERM CAPELINHA,148,464,14,25,0,418,2,119,0,1190,938,256,2384
480,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,681710 - JD SAO BENTO-TERM CAPELINHA,3,1,0,0,0,7,0,7,0,18,37,3,58
481,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,681810 - JD VALE DAS VIRTUDES-T.CAPELIN,184,632,16,42,1,562,5,133,1,1576,871,134,2581
482,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682010 - JD DAS ROSAS-TERM CAPELINHA,230,773,22,52,1,783,1,161,0,2023,1238,237,3498
483,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682031 - JD.ROSAS/TERM. CAPELINHA,135,493,10,20,0,508,2,101,0,1269,751,164,2184
484,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682110 - JD JANGADEIRO-TERM CAPELINHA,156,435,16,26,0,416,1,86,1,1137,960,232,2329
485,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682210 - JD MACEDONIA-TERM CAPELINHA,227,565,18,18,0,439,2,89,0,1358,1035,172,2565
486,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682310 - JD. GUARUJA-TERM. CAPELINHA,126,355,11,17,3,362,4,31,1,910,558,150,1618
487,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682410 - PQ FERNANDA-TERM CAPELINHA,124,525,16,32,0,514,0,70,0,1281,672,196,2149
488,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682510 - VALO VELHO-TERM CAPELINHA,198,409,16,23,0,396,0,76,0,1119,1021,204,2344
489,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682521 - TERM CAPELINHA-VALO VELHO,11,4,0,0,0,8,1,0,0,24,50,5,79
490,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682610 - JD STO EDUARDO-TERM CAPELINHA,128,313,8,15,0,337,3,42,0,846,579,156,1581
491,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682710 - TERM CAPELINHA-VALO VELHO,7,8,0,0,0,12,0,0,0,27,58,3,88
492,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,682910 - TERM CAPELINHA-JD VAZ DE LIMA,13,26,1,2,0,49,0,7,0,98,155,2,255
493,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,683010 - TERM CAPELINHA-JD IRENE,10,34,2,1,0,72,0,2,0,121,67,7,195
494,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,683110 - TERM CAPELINHA-JDGUARUJA,15,24,5,0,0,44,0,0,0,88,96,8,192
495,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,683210 - TERM CAPELINHA-PQ ARARIBA,4,9,1,0,0,14,0,0,0,28,39,3,70
496,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,683510 - VALO VELHO- TERM CAPELINHA,256,571,21,45,0,502,2,104,0,1501,1110,313,2924
497,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,683531 - VALO VELHO/TERM.CAPELINHA,6,5,1,1,0,2,0,5,0,20,52,2,74
498,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,683610 - CAPAO REDONDO-TERM JOAO DIAS,458,888,30,63,2,1051,3,199,1,2695,1788,418,4901
499,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,705910 - PQ DO ENGENHO/TERM CAMPO LIMPO,186,528,16,34,1,550,1,5,0,1322,743,231,2296
500,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,706010 - VALO VELHO/TERM CAMPO LIMPO,365,487,14,27,0,396,0,6,1,1296,915,216,2427
501,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,737A10 - TERM JD ANGELA - TERM ST AMARO,734,2276,85,152,9,1721,5,302,0,5284,6315,842,12441
502,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,737A11 - TERM JD ANGELA/TERM STO AMARO,50,74,5,6,0,86,1,7,0,229,347,19,595
503,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,807A10 - T CAMPO LIMPO/TERM SANTO AMARO,375,1008,35,65,2,748,6,122,0,2362,2199,400,4961
504,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,809P10 - TERM CAMPO LIMPO/PINHEIROS,817,1476,57,101,1,1207,11,440,3,4113,4420,700,9233
505,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,857P10 - TERM CAMPO LIMPO/METRO PARAISO,544,860,36,65,0,992,4,104,2,2607,2329,344,5280
506,2014-12-31,CONCESSAO,AREA 7,GATUSA,515410 - STO AMARO/EST DA LUZ,326,705,29,41,3,816,1,81,2,2004,1181,265,3450
507,2014-12-31,CONCESSAO,AREA 7,GATUSA,530010 - TERM STO AMARO/PQ DOM PEDRO,494,1685,85,72,1,1361,5,267,2,3972,4603,779,9354
508,2014-12-31,CONCESSAO,AREA 7,GATUSA,620010 - TERM STO AMARO/TERM BANDEIRA,564,1907,90,99,8,2604,6,839,1,6118,6368,646,13132
509,2014-12-31,CONCESSAO,AREA 7,GATUSA,629110 - SHOP MORUMBI/TERM BANDEIRA,511,1439,30,70,0,1516,1,180,0,3747,1415,311,5473
510,2014-12-31,CONCESSAO,AREA 7,GATUSA,637P10 - TERM.STO.AMARO-PINHEIROS,379,979,40,34,1,1218,6,101,2,2760,2094,288,5142
511,2014-12-31,CONCESSAO,AREA 7,GATUSA,641410 - SOCORRO/TERM BANDEIRA,211,559,24,41,2,709,2,77,0,1625,946,261,2832
512,2014-12-31,CONCESSAO,AREA 7,GATUSA,675N10 - STO AMARO/METRO ANA ROSA,1,2,0,0,0,7,0,0,0,10,1,0,11
513,2014-12-31,CONCESSAO,AREA 7,GATUSA,709P10 - TERM GUIDO/PINHEIROS,90,341,8,18,0,679,0,48,0,1184,1260,105,2549
514,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,518510 - TERM GUARAPIRANGA/PQ D PEDRO ,542,1171,56,64,7,1047,0,132,2,3024,2810,466,6300
515,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,604910 - VALO VELHO/STO AMARO,424,757,23,33,1,698,0,80,0,2016,1084,448,3548
516,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,647A10 - VALO VELHO/PINHEIROS,581,1355,28,67,2,1470,1,164,0,3668,1727,460,5855
517,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,647P10 - COHAB ADVENTISTA/PINHEIROS,776,1623,48,81,1,1658,5,219,1,4412,2254,438,7104
518,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,647510 - JD.VAZ DE LIMA/PCA DA SE,1,5,0,0,0,3,0,5,0,14,10,2,26
519,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,647521 - JD VAZ DE LIMA/TERM CAPELINHA,109,363,9,26,0,351,0,46,0,904,549,170,1623
520,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,669A10 - TERM STO AMARO-TERM PRI ISABEL,465,1150,48,72,1,1083,5,97,1,2924,2006,413,5343
521,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,675A10 - PQ.STO AMARO/METRO SAO JUDAS,419,927,42,54,4,1104,4,104,0,2658,1088,343,4089
522,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,675V10 - JD.CAMPO FORA/METRO JABAQUARA,1021,1772,78,118,5,1506,10,146,1,4657,3712,711,9080
523,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,695T10 - TERM.CAPELINHA/METRO V.MARIANA,15,35,1,0,0,67,0,5,0,123,39,2,164
524,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,695T51 - TERM CAPELINHA/METRO V MARIANA,569,1933,91,99,3,1892,10,387,3,4987,5388,681,11056
525,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,695V10 - TERM CAPELINHA-METRO ANA ROSA,6,24,0,2,0,17,0,0,0,49,18,1,68
526,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,705010 - JD DAS ROSAS/TERM CAMPO LIMPO,244,487,23,33,0,420,2,6,1,1216,840,207,2263
527,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,708110 - T CAPELINHA/TERM CAMPO LIMPO,16,31,4,1,0,46,3,7,0,108,213,7,328
528,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,857A10 - T CAMPO LIMPO/METRO SANTA CRUZ,625,888,26,56,0,1002,6,149,1,2754,1778,303,4835
529,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,857C10 - T CAMPO LIMPO/METRO CONCEIÇAO,361,878,42,55,5,1013,9,100,0,2463,1597,322,4382
530,2014-12-31,CONCESSAO,AREA 7,TRANSKUBA,860510 - TERM CAMPO LIMPO/TERM BANDEIRA,939,1622,47,63,0,1902,6,193,3,4776,2555,463,7794
531,2014-12-31,CONCESSAO,AREA 7,VIP,600610 - SHOPPING INTERLAGOS/JD HERCULA,224,488,29,44,0,476,0,44,1,1306,797,218,2321
532,2014-12-31,CONCESSAO,AREA 7,VIP,601310 - JD NAKAMURA-TERM STO AMARO,379,998,32,67,3,892,1,37,1,2410,1533,293,4236
533,2014-12-31,CONCESSAO,AREA 7,VIP,601410 - JD JACIRA-TERM STO AMARO,535,1385,54,78,2,1060,2,64,1,3181,2339,422,5942
534,2014-12-31,CONCESSAO,AREA 7,VIP,637R10 - JD ARACATI-ITAIM BIBI,493,1861,43,129,3,1296,2,81,1,3909,2399,429,6737
535,2014-12-31,CONCESSAO,AREA 7,VIP,675Z10 - JD GUARUJA-METRO JABAQUARA,924,1471,56,95,3,1245,2,150,0,3946,2162,656,6764
536,2014-12-31,CONCESSAO,AREA 7,VIP,684010 - JD JACIRA-TERM CAPELINHA,560,1757,41,84,1,1536,3,111,2,4095,3156,513,7764
537,2014-12-31,CONCESSAO,AREA 7,VIP,700110 - VILA GILDA/TERM JD ANGELA,453,1580,39,140,5,1171,3,1,1,3393,2336,472,6201
538,2014-12-31,CONCESSAO,AREA 7,VIP,700410 - JD JACIRA/TERM GUIDO,624,1666,27,105,0,1460,4,394,3,4283,1981,477,6741
539,2014-12-31,CONCESSAO,AREA 7,VIP,701610 - METRO JABAQUARA/JARDIM ANGELA,383,1540,64,99,0,1361,5,65,1,3518,2128,517,6163
540,2014-12-31,CONCESSAO,AREA 7,VIP,702110 - JD MARACA/TERM JOAO DIAS,2,0,0,0,0,3,0,6,0,11,20,0,31
541,2014-12-31,CONCESSAO,AREA 7,VIP,702210 - JD CAIÇARA/TERM SANTO AMARO,256,668,34,63,2,630,0,23,1,1677,1066,312,3055
542,2014-12-31,CONCESSAO,AREA 7,VIP,702310 - JD NAKAMURA/TERM SANTO AMARO,453,1289,38,90,0,1081,2,65,0,3018,1565,404,4987
543,2014-12-31,CONCESSAO,AREA 7,VIP II,539110 - TERM JD ANGELA/PCA DA SE,688,1995,90,134,5,2114,7,251,1,5285,3885,620,9790
544,2014-12-31,CONCESSAO,AREA 7,VIP II,600710 - PQ STO ANTONIO/JD STO AMARO,317,741,36,49,0,763,4,18,0,1928,1388,319,3635
545,2014-12-31,CONCESSAO,AREA 7,VIP II,601910 - T.GUARAPIRANGA/JD.GODOFREDO,80,305,13,15,0,287,1,4,0,705,633,147,1485
546,2014-12-31,CONCESSAO,AREA 7,VIP II,637A10 - TERM JD ANGELA/PINHEIROS,728,2616,105,120,7,3059,7,418,3,7063,8508,638,16209
547,2014-12-31,CONCESSAO,AREA 7,VIP II,650010 - TERM.STO.AMARO-TERM.BANDEIRA,345,1179,47,44,0,1351,14,257,0,3237,1952,370,5559
548,2014-12-31,CONCESSAO,AREA 7,VIP II,650510 - TERM GUARAPIRANGA/TERM BANDEIR,339,1212,41,65,2,1268,4,272,3,3206,2569,409,6184
549,2014-12-31,CONCESSAO,AREA 7,VIP II,675K10 - TERM JD ANGELA-METRO STA CRUZ,1506,4031,149,240,5,3736,13,1275,6,10961,8868,1513,21342
550,2014-12-31,CONCESSAO,AREA 7,VIP II,675L10 - T.STO AMARO/M.SANTA CRUZ,348,879,45,59,2,915,2,321,2,2573,1799,420,4792
551,2014-12-31,CONCESSAO,AREA 7,VIP II,707A10 - JD ANGELA/METRO PÇA DA ARVORE,497,1610,66,89,5,1283,5,104,1,3660,2971,490,7121
552,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,702U10 - BUTANTA USP/PARQUE D. PEDRO II,274,548,41,41,0,630,2,111,2,1649,1327,245,3221
553,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,719P10 - PINHEIROS/METRO ARMENIA,100,221,11,13,0,214,0,22,0,581,215,81,877
554,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,726710 - APIACAS/PÇA RAMOS AZEVEDO,132,289,14,20,0,249,0,83,1,788,254,119,1161
555,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,727210 - VILA POMPEIA/P.RAMOS AZEV.CIRC,0,0,0,0,0,1,0,0,0,1,0,0,1
556,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,728110 - LAPA/P.RAMOS AZEVEDO CIRCULAR,325,612,20,39,1,429,1,141,1,1569,618,246,2433
557,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,728210 - PQ CONTINENTAL/M VILA MADALENA,149,179,7,23,0,243,0,79,0,680,288,86,1054
558,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,748N10 - TERMINAL LAPA/ ITAIM BIBI,12,24,0,1,0,26,0,7,0,70,15,6,91
559,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,801210 - CIDADE UNIVERSIT/METRO BUTANTA,26,29,2,6,0,44,0,16,1,124,59,10,193
560,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,802210 - CID UNIV/METRO BUTANTA,17,21,2,3,0,41,0,29,0,113,96,13,222
561,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,817C10 - LAPA/H.CLINICAS CIRCULAR,270,397,12,29,0,406,0,253,0,1368,820,240,2428
562,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,831910 - PQ CONTINENTAL/PCA RAMOS AZEVE,229,278,9,23,0,351,0,65,1,956,538,157,1651
563,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,856R10 - LAPA/SOCORRO,714,1651,56,75,0,1597,8,244,2,4347,3436,739,8522
564,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,861510 - P.LAPA/PARQUE D. PEDRO II,401,707,50,41,2,499,1,76,1,1778,1608,503,3889
565,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,870010 - T CAMPO LIMPO/PCA R D AZEVEDO ,667,1065,41,50,1,1168,2,169,1,3164,2037,392,5593
566,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,874C10 - PQ CONTINENTAL/METR V MARIANA,332,366,18,33,1,402,0,124,1,1277,396,140,1813
567,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,875C10 - LAPA/METRO STA CRUZ,277,561,19,24,1,467,0,149,0,1498,1010,198,2706
568,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,875H10 - LAPA/METRO VILA MARIANA,140,313,21,22,0,220,0,44,0,760,715,162,1637
569,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,877T10 - VILA ANASTACIO/METRO PARAISO,0,2,0,0,0,0,0,1,0,3,4,2,9
570,2014-12-31,CONCESSAO,AREA 8,GATO PRETO,905010 - TERM LAPA / ITAIM BIBI,257,422,12,25,1,369,0,166,0,1252,903,173,2328
571,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,623210 - VILA IDA/PCA RAMOS AZEVEDO,26,50,2,5,1,38,0,3,0,125,29,17,171
572,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,626210 - CEASA/TERM.BANDEIRA,264,451,11,36,0,618,0,109,1,1490,645,136,2271
573,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,626221 - VILA LEOPOLDINA/PINHEIROS,37,69,3,4,0,89,0,22,0,224,119,22,365
574,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,702C10 - JD BONFIGLIOLI/BELEM,519,529,24,38,0,506,0,90,1,1707,800,266,2773
575,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,714C10 - COHAB EDUCANDARIO/LGO POLVORA,3,2,2,0,0,2,0,7,0,16,5,0,21
576,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,715M10 - JD MA LUIZA/LGO DA POLVORA,518,728,24,55,2,764,2,186,1,2280,823,268,3371
577,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,719R10 - RIO PEQUENO/METRO BARRA FUNDA,461,665,18,48,0,673,0,204,1,2070,952,246,3268
578,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,745810 - JD BOA VISTA/ESTACAO DA LUZ,629,875,26,65,1,841,4,153,1,2595,814,232,3641
579,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,748A10 - JD DABRIL/LAPA,497,469,6,41,3,608,0,50,0,1674,663,134,2471
580,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,748R10 - JD JOAO XXIII/METRO BARRA FUND,935,1094,33,58,1,1162,4,146,0,3433,1210,378,5021
581,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,754510 - JD JOAO XXIII/PC RAMOS DE AZEV,1178,1340,63,110,2,1542,3,295,1,4534,1472,457,6463
582,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,771P10 - JD JOAO XXIII/CENTER NORTE,295,356,8,40,0,375,1,91,0,1166,422,115,1703
583,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,775A10 - JD ADALGIZA/METRO VILA MARIANA,308,435,5,44,0,373,1,163,0,1329,373,144,1846
584,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,775N10 - RIO PEQUENO/METRO V MARIANA,356,477,5,31,0,543,0,119,1,1532,618,201,2351
585,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,775P10 - JD GUARAU/METRO ANA ROSA,6,11,0,0,0,13,0,0,0,30,17,0,47
586,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,775V10 - RIO PEQUENO/METRO STA CRUZ,382,553,20,61,1,558,0,238,0,1813,608,157,2578
587,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,778J10 - JD ARPOADOR/METRO BARRA FUNDA,283,377,12,31,0,399,1,115,0,1218,480,139,1837
588,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,778R10 - COH RAP TAVARES/TER PRINC ISAB,1378,1501,50,102,3,1625,1,356,1,5017,1766,363,7146
589,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,790310 - JD JOAO XXIII/EDUCANDARIO,985,1069,34,103,1,1305,4,218,4,3723,1292,330,5345
590,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,801810 - VILA SONIA/BUTANTA,115,169,7,12,1,146,0,60,0,510,180,149,839
591,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,801910 - PQ CONTINENTAL/BUTANTA,3,4,0,1,0,5,0,3,0,16,9,0,25
592,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,802C10 - CEASA/LGO DA CONCORDIA,18,34,0,5,0,44,0,8,0,109,112,12,233
593,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,802010 - BUTANTA/SHOP MORUMBI,0,0,0,0,0,0,0,0,0,0,1,0,1
594,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,802310 - CDHU RAPOSO TAVARES/BUTANTA,59,157,6,14,0,106,1,38,0,381,142,37,560
595,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,802410 - JD JAQUELINE/BUTANTA,188,282,16,28,0,270,1,48,0,833,202,173,1208
596,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,802710 - VILA DALVA/BUTANTA,161,247,4,17,1,237,0,27,0,694,240,72,1006
597,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,807510 - TERM CAMPO LIMPO/METRO BUTANTA,450,618,28,50,2,416,1,439,1,2005,1434,287,3726
598,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809A10 - JD D ABRIL/PINHEIROS,438,499,8,40,0,602,0,222,1,1810,708,173,2691
599,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809D10 - COHAB EDUCANDARIO/PINHEIROS,383,458,27,54,0,485,1,213,0,1621,537,243,2401
600,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809H10 - JD BOA VISTA/LAPA,615,718,22,43,0,670,4,48,0,2120,861,204,3185
601,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809J10 - JD COLOMBO/PINHEIROS,139,238,18,15,0,198,0,57,0,665,271,75,1011
602,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809R10 - RIO PEQUENO/PINHEIROS,1,0,0,0,0,1,0,1,0,3,0,0,3
603,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809T10 - RAPOSO TAVARES/LAPA,405,409,7,27,0,461,0,35,0,1344,479,101,1924
604,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,809V10 - VILA GOMES/PAULISTA,159,326,9,27,1,321,0,94,0,937,392,95,1424
605,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,857R10 - TERM CAMPO LIMPO/ACLIMACAO,410,711,27,57,1,698,2,118,1,2025,1225,283,3533
606,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,861010 - JD PAULO VI/TERM BANDEIRA ,848,982,30,71,1,1250,4,185,0,3371,903,264,4538
607,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,870010 - T CAMPO LIMPO/PCA R D AZEVEDO ,1553,2410,113,129,2,2412,8,404,4,7035,5128,875,13038
608,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,870510 - SHOP CONTINENTAL/ANHANGABAU,16,24,1,1,0,17,0,7,0,66,24,6,96
609,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,870551 - PQ CONTINENTAL/PCA RAMOS,1371,1455,55,152,4,1522,1,359,0,4922,1859,411,7192
610,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,870710 - RIO PEQUENO/TERM PRINC ISABEL,15,31,1,1,0,35,0,14,1,98,20,2,120
611,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,870721 - RIO PEQUENO/BUTANTA,325,530,13,69,1,464,0,43,0,1445,288,135,1868
612,2014-12-31,CONCESSAO,AREA 8,TRANSPASS,875C10 - LAPA/METRO STA CRUZ,491,958,38,56,1,800,4,288,0,2636,1749,357,4742
613,2014-12-31,PERMISSAO,AREA 1,FENIX,101710 - PERUS/VILA IORIO,1358,2005,71,164,1,1926,12,247,5,5789,3199,1623,10611
614,2014-12-31,PERMISSAO,AREA 1,FENIX,801510 - CEM.PERUS/TERM.PIRITUBA,926,1427,34,117,2,1196,5,321,1,4029,1852,1083,6964
615,2014-12-31,PERMISSAO,AREA 1,FENIX,801521 - CEMITE DE PERUS/EST DE PERUS,5,24,0,3,0,23,0,2,0,57,5,8,70
616,2014-12-31,PERMISSAO,AREA 1,FENIX,801610 - JD.RINCAO/TERM.PIRITUBA,474,1012,36,127,3,835,3,193,1,2685,1667,579,4931
617,2014-12-31,PERMISSAO,AREA 1,FENIX,819R10 - PERUS/TERM PRINC ISABEL,894,1114,36,90,1,1107,1,230,0,3473,1624,833,5930
618,2014-12-31,PERMISSAO,AREA 1,FENIX,848L10 - RECANTO DOS HUMILDES/TERM PRIN,501,692,22,67,0,741,6,212,0,2241,948,474,3663
619,2014-12-31,PERMISSAO,AREA 1,FENIX,978210 - JD CARUMBE/METRO BARRA FUNDA,1234,1934,58,141,3,1952,8,394,0,5724,2113,975,8812
620,2014-12-31,PERMISSAO,AREA 1,FENIX,978231 - JD CARUMBE/METRO BARRA FUNDA,394,703,21,41,0,628,1,61,0,1850,728,406,2984
621,2014-12-31,PERMISSAO,AREA 1,FENIX,978410 - JD DOS FRANCOS/BARRA FUNDA,1135,2224,78,181,1,1939,8,760,0,6326,2363,1003,9692
622,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,101510 - CHAC MARIA TRINDADE/T JD BRITA,33,89,2,2,0,35,0,0,0,161,91,23,275
623,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,102110 - COHAB BRASILANDI/TERM PIRITUBA,1,1,0,1,0,0,0,1,0,4,2,0,6
624,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,119L10 - VILA SULINA/TERMINAL LAPA,189,318,2,16,0,334,0,50,0,909,256,82,1247
625,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,801010 - PERUS/PQ RESIDENCIAL LAPA,1018,1436,32,111,3,1587,6,247,0,4440,1726,1158,7324
626,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,801310 - MORRO DOCE/LAPA,1224,2592,55,184,2,2215,2,377,0,6651,4744,779,12174
627,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,801341 - JD PAINEIRAS/TERM JD BRITANIA,69,292,3,16,0,197,0,0,0,577,220,71,868
628,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,801410 - MORRO DOCE/PERUS,933,1077,30,79,1,1246,3,361,0,3730,2000,919,6649
629,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,819A10 - VILA AURORA/JD PRIMAVERA,1736,2632,93,249,5,2314,12,596,3,7640,3728,2003,13371
