,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","PASSAGEIROS COM GRATUIDADE ESTUDANTE

(M)","TOTAL PASSAGEIROS TRANSPORTADOS

(N) = (J + K + L + M)"
462,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,N60211 - TERM GRAJAU/TERM SANTO AMARO,53,104,15,1,0,56,5,9,2,245,278,28,7,558
463,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,N63111 - TERM GRAJAU/TERM STO AMARO,2,5,3,0,1,7,0,1,0,19,36,3,0,58
464,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,N63211 - TERM GRAJAU/TERM STO AMARO,7,27,5,0,0,16,1,0,2,58,55,4,0,117
465,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,RNOT11 - RESERVA NOTRNA,0,0,0,0,0,0,0,0,0,0,2,0,0,2
466,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,531710 - CENTRO SESC-LGO.SAO FRANCISCO,168,418,73,6,0,523,20,39,10,1257,541,371,35,2204
467,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,536210 - Pq Res Cocaia - Pça da Sé,747,1794,156,30,5,1535,65,56,16,4404,1882,671,88,7045
468,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,537010 - TERM VARGINHA/LGO S FRANCISCO,552,1728,228,39,7,1747,94,65,30,4490,3597,1075,152,9314
469,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,563010 - Jd Eliana - Brás,1100,2272,245,50,6,1966,105,272,34,6051,5453,1421,215,13140
470,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,563210 - Vila São José - L S Francisco,271,604,66,7,2,682,22,25,12,1691,737,396,30,2854
471,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,600310 - TERM GRAJAU/TERM VARGINHA,402,1111,149,13,2,586,39,805,60,3169,3618,670,190,7647
472,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,602610 - Jd Icaraí - Term Santo Amaro,195,361,67,17,0,389,52,23,2,1106,568,429,50,2153
473,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,607M10 - TERM GRAJAU/SHOP MORUMBI,129,374,74,12,2,391,27,15,4,1028,1151,264,39,2482
474,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,609110 - VARGEM GRANDE/TERM STO AMARO,875,2096,256,36,3,1901,90,50,28,5336,3082,963,196,9577
475,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,637G10 - Grajaú - Butantã,191,579,71,8,2,673,24,17,12,1577,1173,321,38,3109
476,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,637J10 - Vila São José - Pinheiros,0,0,0,0,0,4,0,0,0,4,8,1,0,13
477,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,675G10 - Pq Res Cocaia - M Jabaquara,819,1138,98,14,2,801,45,135,17,3070,1549,522,91,5232
478,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,675X10 - Grajaú - M Vl Mariana,503,1553,220,55,3,1608,91,161,17,4212,3668,944,122,8946
479,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,691310 - TERM BANDEIRA/TERM VARGINHA,836,2500,260,49,8,2482,129,284,67,6619,4929,1277,177,13002
480,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,695X10 - TERM VARGINHA/METRO JABAQUARA,1725,2636,291,47,7,1913,127,325,41,7114,5906,1655,290,14965
481,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,695Y10 - TERM PARELHEIROS/METRO PC ARVO,825,1884,290,51,8,1650,99,132,24,4963,3001,1030,151,9145
482,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,696010 - TERM VARGINHA/TERM STO AMARO,499,1599,284,30,5,1071,79,100,25,3693,4693,893,202,9481
483,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,697010 - TERM GRAJAU/TERM STO AMARO,421,1293,216,14,3,786,83,124,17,2960,3942,754,138,7794
484,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,9910PR - TERM VARGINHA/CIDADE DUTRA,82,444,191,6,3,295,97,1,22,1141,5370,338,66,6915
485,2015-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,9911PR - TERM GRAJAU/CIDADE DUTRA,52,87,41,0,0,47,25,2,0,254,900,27,10,1191
486,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,N60311 - TERM PINHEIROS/METRO JABAQUARA,92,87,13,1,0,105,3,12,3,316,162,36,4,518
487,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,N63411 - TERM SANTO AMARO/JARDIM LUSO,18,26,1,0,0,47,2,1,2,97,80,11,0,188
488,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,502J10 - VILA PEDREIRA/PQ.DO IBIRAPUERA,527,698,77,21,3,624,44,187,11,2192,767,654,86,3699
489,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,502J21 - ESTACAO AUTODROMO/VILA JOANIZA,1,11,0,1,0,18,0,0,1,32,2,3,0,37
490,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,509J10 - J SELMA VIA JOANIZA/T P ISABEL,363,667,71,13,3,837,43,7,2,2006,940,384,34,3364
491,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,509J21 - VILA MISSIONARIA/MOEMA,44,91,10,1,0,123,3,0,1,273,110,37,6,426
492,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,509M10 - JD. MIRIAM/TERM. PRINC. ISABEL,358,737,55,18,0,749,32,11,8,1968,962,335,42,3307
493,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,510610 - LGO.SAO FRANCISCO/JD. SELMA,461,686,86,13,0,644,20,192,15,2118,848,414,67,3447
494,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,510621 - SHOPPING IBIRAPUERA/JD SELMA,489,624,52,7,1,661,22,201,9,2066,646,385,69,3166
495,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,510631 - METRO ANA ROSA/JD SELMA,495,650,58,17,5,701,23,239,15,2204,784,464,69,3521
496,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,512910 - JD. MIRIAM/CHAC. STA. MARIA,570,1132,128,36,2,971,53,60,16,2968,2097,617,119,5801
497,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,512941 - JD MIRIAM/SANTO AMARO,551,903,91,15,1,768,34,24,17,2405,1181,553,70,4209
498,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,513110 - CIDADE ADEMAR/PCA. DA SE,117,267,33,7,2,276,6,18,1,727,346,179,9,1261
499,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516N10 - JD MIRIAM/ITAIM BIBI,776,1328,129,34,1,1505,86,1,23,3884,1910,668,84,6546
500,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516410 - V.STA.CATARINA/LGO.S.FRANCISCO,252,348,59,21,0,304,27,62,10,1085,684,366,33,2168
501,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516421 - CIDADE LEONOR/HOSP SAO PAULO,121,145,26,8,0,160,2,26,3,491,302,160,14,967
502,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516441 - VILA GUARANI - CIRCULAR,115,102,12,8,0,103,4,35,3,382,98,266,12,758
503,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,546L10 - JD. LUSO/TERMINAL STO AMARO,458,787,82,16,0,649,28,60,9,2089,1261,472,67,3889
504,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,565210 - JD IV CENTENARIO/LGO S FRANCIS,382,650,103,17,0,752,23,73,17,2018,1149,597,82,3846
505,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,576C10 - METRO JABAQUARA/TERM.STO AMARO,744,908,109,26,3,760,47,123,16,2737,1565,805,115,5222
506,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,577T10 - JD. MIRIAM/VL. GOMES,486,727,81,17,3,682,58,92,14,2160,990,760,61,3971
507,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,600010 - TERM PARELHEIROS/TERM SANTO AM,1078,2750,289,38,4,1994,170,74,58,6457,5548,1471,266,13742
508,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,607C10 - JD MIRIAM/SHOPP MORUMBI,709,1159,120,43,3,1406,96,183,27,3746,3185,698,120,7749
509,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,607G10 - VILA GUARANI/SHOPPING MORUMBI,97,180,20,7,0,226,8,26,2,566,234,112,14,926
510,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,633810 - JD. MIRIAM/TERM. PRINC. ISABEL,286,460,45,12,0,435,24,49,5,1316,671,408,47,2442
511,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,635810 - JD. LUSO/TERM. BANDEIRA,352,633,69,16,0,699,40,37,6,1852,730,314,33,2929
512,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,636610 - JD. MIRIAM/TERM. BANDEIRA,542,807,59,14,1,905,27,38,13,2406,1007,411,48,3872
513,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,675M10 - Centro Sesc - M Jabaquara,486,653,58,28,3,595,11,191,9,2034,763,516,69,3382
514,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,675P10 - SHOP SP MARKET/METRO CONCEIÇAO,113,193,34,8,2,213,5,61,9,638,286,155,15,1094
515,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,675R10 - Grajaú - M Jabaquara,510,664,45,18,3,506,25,96,10,1877,852,425,73,3227
516,2015-12-31,CONCESSAO,AREA 6,MOBIBRASIL,677V10 - Jd Nv Horizonte - M Jabaquara,121,263,20,6,1,270,11,49,7,749,316,327,28,1420
517,2015-12-31,CONCESSAO,AREA 6,TUPI,N60411 - MET JABAQUARA/T PQ D PEDRO II,84,94,8,4,0,65,0,5,3,263,92,40,8,403
518,2015-12-31,CONCESSAO,AREA 6,TUPI,N63311 - MET JABAQUARA/MORUMBI SHOPING,7,6,0,0,0,6,1,1,2,23,5,2,1,31
519,2015-12-31,CONCESSAO,AREA 6,TUPI,509110 - JD UBIRAJARA/MOEMA CIRCULAR,388,506,42,11,1,445,16,143,6,1558,573,371,44,2546
520,2015-12-31,CONCESSAO,AREA 6,TUPI,517510 - BALNEARIO S FRANCISCO/PCA DA S,7,6,1,0,0,6,0,0,0,20,13,2,0,35
521,2015-12-31,CONCESSAO,AREA 6,TUPI,517521 - VILA JOANIZA/PCA DA SE,317,596,56,16,0,717,36,2,5,1745,846,413,42,3046
522,2015-12-31,CONCESSAO,AREA 6,TUPI,517810 - JD MIRIAM/LGO S FRANCISCO,380,605,69,14,0,662,27,15,4,1776,720,323,46,2865
523,2015-12-31,CONCESSAO,AREA 6,TUPI,519410 - J S JORGE AT J APURA/L S FCISC,0,3,0,0,0,3,0,0,0,6,4,1,0,11
524,2015-12-31,CONCESSAO,AREA 6,TUPI,519421 - JD S JORGE ATÉ APURA/AEROPORTO,110,262,37,2,0,265,16,0,3,695,358,218,28,1299
525,2015-12-31,CONCESSAO,AREA 6,TUPI,529010 - DIV DIADEMA/PCA JOAO MENDES,457,695,90,10,1,574,33,176,16,2052,1084,534,69,3739
526,2015-12-31,CONCESSAO,AREA 6,TUPI,561110 - ELDORADO/PCA JOAO MENDES,475,621,79,16,3,681,20,36,12,1945,1036,392,58,3431
527,2015-12-31,CONCESSAO,AREA 6,TUPI,561410 - ELDORADO/PRACA JOAO MENDES,557,593,70,11,0,634,25,36,9,1936,729,386,42,3093
528,2015-12-31,CONCESSAO,AREA 6,TUPI,574A10 - AMERICANOPOLIS/LGO CAMBUCI,4,2,0,0,0,3,1,2,0,12,4,1,1,18
529,2015-12-31,CONCESSAO,AREA 6,TUPI,574A21 - JD LOURDES / CIRCULAR,273,436,54,14,0,408,22,124,13,1344,880,420,56,2700
530,2015-12-31,CONCESSAO,AREA 6,TUPI,576J10 - METRO JABAQUARA/STO AMARO,466,609,60,13,1,494,17,102,8,1771,675,407,54,2907
531,2015-12-31,CONCESSAO,AREA 6,TUPI,576M10 - V CLARA/PINHEIROS,517,631,57,18,2,637,24,196,13,2095,820,330,75,3320
532,2015-12-31,CONCESSAO,AREA 6,TUPI,579110 - ELDORADO/METRO PARAISO,775,856,80,21,1,797,28,212,25,2797,1272,552,96,4717
533,2015-12-31,CONCESSAO,AREA 6,TUPI,609J10 - AEROPORTO/METRO SÃO JUDAS,315,126,9,3,0,113,3,62,2,633,165,48,21,867
534,2015-12-31,CONCESSAO,AREA 6,TUPI,637V10 - Pq América - Pinheiros,100,302,26,7,0,197,8,14,2,656,334,215,22,1227
535,2015-12-31,CONCESSAO,AREA 6,TUPI,695D10 - Jd Sta Bárbara - M Jabaquara,281,429,45,18,0,390,17,84,7,1271,600,319,36,2226
536,2015-12-31,CONCESSAO,AREA 6,TUPI,695H10 - JD HERPLIN/METRO PC DA ARVORE,376,845,172,20,3,788,33,36,11,2284,1104,503,88,3979
537,2015-12-31,CONCESSAO,AREA 6,TUPI,875A10 - AEROPORTO/PERDIZES,264,305,51,15,1,208,9,68,3,925,492,238,27,1682
538,2015-12-31,CONCESSAO,AREA 6,TUPI,875M10 - AEROPORTO/PERDIZES,209,233,37,11,0,203,9,53,1,758,508,223,25,1514
539,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N70111 - TERM STO AMARO/T PQ D PEDRO II,89,226,24,3,0,303,15,8,15,683,157,53,7,900
540,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N70411 - TERM CAPELINHA/TERM STO AMARO,40,74,13,1,0,67,4,3,6,208,313,27,7,555
541,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N70511 - TERM STO AMARO/TERM PINHEIROS,0,3,0,0,0,9,0,0,0,12,3,0,0,15
542,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N70611 - TERM CAMPO LIMPO/TERM PINHEIRO,67,82,7,1,1,80,10,14,1,264,304,22,9,599
543,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N73111 - TERM CAPELINHA/TERM STO AMARO,23,16,4,0,0,39,4,3,1,90,114,6,1,211
544,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N73411 - TERM CAPELINHA/VALO VELHO,6,28,4,0,0,42,0,3,3,86,80,14,2,182
545,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N73511 - TERM CAPELINHA/JARDIM GUARUJA,13,19,8,0,0,41,2,1,0,84,87,10,2,183
546,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N74111 - TERM CAPELINHA/VALO VELHO,17,21,5,0,0,39,3,3,1,89,111,8,1,209
547,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,N74411 - TERM JOAO DIAS/JD VAZ DE LIMA,10,8,1,0,0,12,4,0,1,36,94,5,2,137
548,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,511110 - TERM.STO.AMARO-TERM.D.PEDRO II,445,1191,173,35,3,1262,74,104,19,3309,3003,751,73,7136
549,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,511910 - TERM CAPELINHA-LG.S.FRANCISCO,796,1573,147,29,1,1731,76,159,18,4531,2593,466,102,7692
550,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,531810 - Chac.Santna-Pca.Se,718,1478,224,52,4,1837,70,143,23,4549,1862,731,121,7263
551,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,600110 - TERM.CAPELINHA-TERM.JOAO DIAS,120,464,77,12,3,316,36,30,14,1072,1466,307,46,2891
552,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,604810 - JD.ANGELA-STO.AMARO,208,512,85,16,2,475,38,67,17,1421,1288,478,58,3245
553,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,609F10 - Chac.Santana -Pca Princ.Isabel,603,1337,138,13,1,1762,57,172,41,4124,1818,498,76,6516
554,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,640310 - TERM.JOAO DIAS-BANDEIRA,190,560,92,8,1,757,26,63,17,1715,1880,328,44,3967
555,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,645010 - TERM.CAPELINHA-TERM.BANDEIRA,757,1875,275,53,5,2227,133,290,41,5657,4442,907,104,11110
556,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,645110 - TERM CAPELINHA - TERM BANDEIRA,485,1572,222,31,3,2040,85,350,57,4848,4484,664,102,10098
557,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,645510 - TERM CAPELINHA - L S FRANCISCO,422,1255,170,25,5,1511,77,85,28,3578,3028,537,85,7228
558,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,647C10 - TERM JOÃO DIAS - HOSP CLINICAS,79,269,42,3,1,367,13,7,6,792,520,142,9,1463
559,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,648P10 - TERM CAPELINHA - PINHEIROS,176,473,71,15,4,901,23,46,26,1736,1159,193,36,3124
560,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,650010 - TERM.STO.AMARO-TERM.BANDEIRA,559,1642,176,33,1,2098,93,291,54,4949,2728,649,84,8410
561,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,650510 - TERM GUARAPIRANGA/TERM BANDEIR,365,1325,198,32,5,1404,72,303,32,3736,3150,573,86,7545
562,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,675I10 - TERM JOAO DIAS - METRO S JUDAS,381,793,102,22,2,849,41,139,11,2341,2062,447,59,4909
563,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,680110 - JD.IBIRAPUERA-TERM JOAO DIAS,362,884,115,16,1,1018,63,241,11,2711,1903,441,80,5135
564,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,680310 - JD.CAPELINHA-TERM JOAO DIAS,210,488,62,14,3,560,14,115,11,1477,846,349,56,2728
565,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,680410 - JD.INGA-TERM JOAO DIAS,283,592,47,12,0,618,27,166,9,1755,1344,390,77,3566
566,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,680510 - TERM CAPELINHA-TERM JOAO DIAS,233,600,72,19,2,752,39,110,10,1837,1407,313,81,3638
567,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,680531 - TERM CAPELINHA/TERM JOAO DIAS,127,349,39,6,2,408,23,84,9,1047,867,211,37,2162
568,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,680610 - JD NOVO HORIZONTE-T.JOAO DIAS,152,316,19,4,1,338,26,94,10,960,642,227,30,1859
569,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,681310 - JD LIDIA-TERM CAPELINHA,41,126,19,3,1,116,11,16,11,345,296,112,12,765
570,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,681510 - JD COMERCIAL-TERM CAPELINHA,3,1,0,0,0,0,0,2,1,7,21,0,0,28
571,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,681610 - JD MITSUTANI-TERM CAPELINHA,149,444,37,10,1,413,22,111,7,1194,947,255,47,2443
572,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,681710 - JD SAO BENTO-TERM CAPELINHA,120,286,38,8,0,270,17,51,4,794,628,168,33,1623
573,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,681810 - JD VALE DAS VIRTUDES-T.CAPELIN,205,567,54,11,0,558,37,91,15,1538,853,205,48,2644
574,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682010 - JD DAS ROSAS-TERM CAPELINHA,261,617,70,15,3,689,37,149,12,1853,1223,342,44,3462
575,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682031 - JD.ROSAS/TERM. CAPELINHA,171,528,55,12,1,610,27,108,11,1524,892,229,44,2689
576,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682110 - JD JANGADEIRO-TERM CAPELINHA,188,433,51,6,1,496,36,74,11,1296,908,299,35,2538
577,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682210 - JD MACEDONIA-TERM CAPELINHA,242,567,55,10,0,579,34,90,17,1595,1192,309,50,3146
578,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682310 - JD. GUARUJA-TERM. CAPELINHA,140,252,26,6,0,276,14,32,6,752,379,142,23,1296
579,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682410 - PQ FERNANDA-TERM CAPELINHA,168,443,44,8,0,472,20,67,9,1231,730,236,28,2225
580,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682510 - VALO VELHO-TERM CAPELINHA,230,441,60,7,0,475,31,46,10,1300,964,317,44,2625
581,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,682610 - JD STO EDUARDO-TERM CAPELINHA,119,310,44,11,0,379,18,45,8,934,594,209,35,1772
582,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,683510 - VALO VELHO- TERM CAPELINHA,185,422,46,13,1,379,21,55,9,1131,662,257,25,2075
583,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,683531 - VALO VELHO/TERM.CAPELINHA,139,341,31,5,1,338,16,55,10,936,606,203,35,1780
584,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,683610 - CAPAO REDONDO-TERM JOAO DIAS,390,701,85,11,2,865,47,140,18,2260,1387,497,95,4239
585,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,705910 - PQ DO ENGENHO/TERM CAMPO LIMPO,195,488,43,4,1,493,44,3,10,1281,635,295,26,2237
586,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,706010 - VALO VELHO/TERM CAMPO LIMPO,361,415,32,15,1,333,37,2,3,1199,758,254,40,2251
587,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,807A10 - T CAMPO LIMPO/TERM SANTO AMARO,502,1142,148,23,6,936,84,96,18,2955,2469,562,83,6069
588,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,809P10 - TERM CAMPO LIMPO/PINHEIROS,925,1437,210,40,8,1313,58,424,20,4437,3602,885,145,9069
589,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,857P10 - TERM CAMPO LIMPO/METRO PARAISO,729,1105,121,42,6,1388,48,158,15,3613,2027,526,79,6245
590,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,9915PR - TERM CAPELINHA/V CAMPO BELO,30,98,30,1,0,58,12,0,9,238,1068,80,10,1396
591,2015-12-31,CONCESSAO,AREA 7,CAMPO BELO,9920PR - TER CAMPO LIMPO/V CAMPO BELO,0,30,18,1,0,16,3,0,3,71,499,52,4,626
592,2015-12-31,CONCESSAO,AREA 7,GATUSA,N70111 - TERM STO AMARO/T PQ D PEDRO II,1,11,1,0,0,6,1,0,1,21,3,0,0,24
593,2015-12-31,CONCESSAO,AREA 7,GATUSA,N70211 - TERM STO AMARO/T PQ D PEDRO II,43,127,13,0,0,132,7,0,3,325,106,30,5,466
594,2015-12-31,CONCESSAO,AREA 7,GATUSA,515410 - STO AMARO/EST DA LUZ,257,471,58,18,4,562,23,57,6,1456,849,288,33,2626
595,2015-12-31,CONCESSAO,AREA 7,GATUSA,530010 - TERM STO AMARO/PQ DOM PEDRO,442,1490,229,24,4,1222,54,238,28,3735,4057,930,116,8838
596,2015-12-31,CONCESSAO,AREA 7,GATUSA,620010 - TERM STO AMARO/TERM BANDEIRA,529,1615,279,44,9,2428,119,853,88,5967,5752,768,134,12621
597,2015-12-31,CONCESSAO,AREA 7,GATUSA,629110 - SHOP MORUMBI/TERM BANDEIRA,504,1201,98,19,3,1174,47,169,27,3242,1178,345,55,4820
598,2015-12-31,CONCESSAO,AREA 7,GATUSA,637P10 - TERM.STO.AMARO-PINHEIROS,270,875,94,12,4,1129,58,96,16,2554,1892,374,66,4886
599,2015-12-31,CONCESSAO,AREA 7,GATUSA,641410 - SOCORRO/TERM BANDEIRA,208,409,37,15,1,581,18,59,12,1340,681,215,32,2268
600,2015-12-31,CONCESSAO,AREA 7,GATUSA,642210 - V CRUZEIRO/TERM BANDEIRA,0,0,0,0,0,4,0,0,0,4,1,0,0,5
601,2015-12-31,CONCESSAO,AREA 7,GATUSA,675N10 - STO AMARO/METRO ANA ROSA,109,321,82,9,1,416,10,89,6,1043,476,117,13,1649
602,2015-12-31,CONCESSAO,AREA 7,GATUSA,709G10 - TERM GUARAPIRANGA/ITAIM BIBI,1,3,1,0,0,2,0,0,0,7,7,1,0,15
603,2015-12-31,CONCESSAO,AREA 7,GATUSA,709P10 - TERM GUIDO/PINHEIROS,86,335,57,5,3,669,20,31,31,1237,1010,113,16,2376
604,2015-12-31,CONCESSAO,AREA 7,GATUSA,724510 - MORUMBI SHOPPING/EST LUZ,70,271,58,4,2,340,13,14,4,776,300,82,17,1175
605,2015-12-31,CONCESSAO,AREA 7,GATUSA,755010 - TERM STO AMARO/M SANTA CECILIA,0,4,0,0,0,1,0,0,0,5,1,0,0,6
606,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,N74211 - TERM JOAO DIAS/TERM PINHEIROS,13,22,0,1,0,28,0,4,1,69,74,4,1,148
607,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,N74411 - TERM JOAO DIAS/JD VAZ DE LIMA,2,1,0,0,0,5,0,0,0,8,19,1,0,28
608,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,N74511 - TER CAPELINHA/TERM CAMPO LIMPO,19,32,5,2,0,38,6,1,1,104,247,10,5,366
609,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,518510 - TERM GUARAPIRANGA/PQ D PEDRO ,328,762,146,10,3,724,59,81,11,2124,2098,421,66,4709
610,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,604910 - VALO VELHO/STO AMARO,409,635,65,17,0,755,34,70,17,2002,870,501,53,3426
611,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,647A10 - VALO VELHO/PINHEIROS,600,1115,78,27,1,1249,43,203,19,3335,1524,482,71,5412
612,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,647P10 - COHAB ADVENTISTA/PINHEIROS,804,1648,126,34,0,1974,77,205,21,4889,2398,544,119,7950
613,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,647510 - JD.VAZ DE LIMA/PCA DA SE,329,790,104,17,3,1067,34,158,32,2534,1126,376,37,4073
614,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,669A10 - TERM STO AMARO-TERM PRI ISABEL,435,957,112,20,2,875,31,93,10,2538,1679,465,58,4740
